date,year,month,day,weekday,hour,demand,temperature
2006/2/23,2006,2,23,5,20,17754,34
2006/2/23,2006,2,23,5,21,17011,34
2006/2/23,2006,2,23,5,22,16002,33
2006/2/23,2006,2,23,5,23,14667,32
2006/2/23,2006,2,23,5,24,13426,32
2006/2/24,2006,2,24,6,1,12508,31
2006/2/24,2006,2,24,6,2,12005,30
2006/2/24,2006,2,24,6,3,11740,31
2006/2/24,2006,2,24,6,4,11696,31
2006/2/24,2006,2,24,6,5,11998,31
2006/2/24,2006,2,24,6,6,13032,31
2006/2/24,2006,2,24,6,7,14719,31
2006/2/24,2006,2,24,6,8,15947,30
2006/2/24,2006,2,24,6,9,16568,30
2006/2/24,2006,2,24,6,10,16854,31
2006/2/24,2006,2,24,6,11,17023,32
2006/2/24,2006,2,24,6,12,17039,33
2006/2/24,2006,2,24,6,13,16865,34
2006/2/24,2006,2,24,6,14,16751,34
2006/2/24,2006,2,24,6,15,16525,34
2006/2/24,2006,2,24,6,16,16332,33
2006/2/24,2006,2,24,6,17,16556,32
2006/2/24,2006,2,24,6,18,17505,31
2006/2/24,2006,2,24,6,19,18290,28
2006/2/24,2006,2,24,6,20,17898,27
2006/2/24,2006,2,24,6,21,17327,25
2006/2/24,2006,2,24,6,22,16480,25
2006/2/24,2006,2,24,6,23,15295,23
2006/2/24,2006,2,24,6,24,14132,22
2006/2/25,2006,2,25,7,1,13229,22
2006/2/25,2006,2,25,7,2,12761,21
2006/2/25,2006,2,25,7,3,12525,20
2006/2/25,2006,2,25,7,4,12481,19
2006/2/25,2006,2,25,7,5,12616,19
2006/2/25,2006,2,25,7,6,13059,17
2006/2/25,2006,2,25,7,7,13753,17
2006/2/25,2006,2,25,7,8,14633,19
2006/2/25,2006,2,25,7,9,15653,20
2006/2/25,2006,2,25,7,10,16301,22
2006/2/25,2006,2,25,7,11,16652,23
2006/2/25,2006,2,25,7,12,16723,24
2006/2/25,2006,2,25,7,13,16564,24
2006/2/25,2006,2,25,7,14,16301,25
2006/2/25,2006,2,25,7,15,16021,25
2006/2/25,2006,2,25,7,16,15879,26
2006/2/25,2006,2,25,7,17,16054,27
2006/2/25,2006,2,25,7,18,16956,27
2006/2/25,2006,2,25,7,19,17563,26
2006/2/25,2006,2,25,7,20,17116,25
2006/2/25,2006,2,25,7,21,16532,25
2006/2/25,2006,2,25,7,22,15746,24
2006/2/25,2006,2,25,7,23,14717,25
2006/2/25,2006,2,25,7,24,13752,23
2006/2/26,2006,2,26,1,1,12993,20
2006/2/26,2006,2,26,1,2,12586,18
2006/2/26,2006,2,26,1,3,12352,17
2006/2/26,2006,2,26,1,4,12347,16
2006/2/26,2006,2,26,1,5,12436,15
2006/2/26,2006,2,26,1,6,12763,13
2006/2/26,2006,2,26,1,7,13178,12
2006/2/26,2006,2,26,1,8,13838,12
2006/2/26,2006,2,26,1,9,14720,13
2006/2/26,2006,2,26,1,10,15351,15
2006/2/26,2006,2,26,1,11,15709,17
2006/2/26,2006,2,26,1,12,15873,20
2006/2/26,2006,2,26,1,13,15846,20
2006/2/26,2006,2,26,1,14,15641,21
2006/2/26,2006,2,26,1,15,15505,21
2006/2/26,2006,2,26,1,16,15593,19
2006/2/26,2006,2,26,1,17,16138,19
2006/2/26,2006,2,26,1,18,17490,17
2006/2/26,2006,2,26,1,19,18616,16
2006/2/26,2006,2,26,1,20,18406,15
2006/2/26,2006,2,26,1,21,17822,14
2006/2/26,2006,2,26,1,22,16820,13
2006/2/26,2006,2,26,1,23,15511,13
2006/2/26,2006,2,26,1,24,14387,12
2006/2/27,2006,2,27,2,1,13637,11
2006/2/27,2006,2,27,2,2,13347,11
2006/2/27,2006,2,27,2,3,13261,10
2006/2/27,2006,2,27,2,4,13346,9
2006/2/27,2006,2,27,2,5,13766,8
2006/2/27,2006,2,27,2,6,15014,7
2006/2/27,2006,2,27,2,7,17103,7
2006/2/27,2006,2,27,2,8,18328,6
2006/2/27,2006,2,27,2,9,18628,7
2006/2/27,2006,2,27,2,10,18737,10
2006/2/27,2006,2,27,2,11,18574,12
2006/2/27,2006,2,27,2,12,18409,15
2006/2/27,2006,2,27,2,13,18210,17
2006/2/27,2006,2,27,2,14,18120,19
2006/2/27,2006,2,27,2,15,17840,20
2006/2/27,2006,2,27,2,16,17749,21
2006/2/27,2006,2,27,2,17,18073,22
2006/2/27,2006,2,27,2,18,19209,21
2006/2/27,2006,2,27,2,19,20182,20
2006/2/27,2006,2,27,2,20,19791,19
2006/2/27,2006,2,27,2,21,19062,18
2006/2/27,2006,2,27,2,22,17870,18
2006/2/27,2006,2,27,2,23,16267,16
2006/2/27,2006,2,27,2,24,14923,15
2006/2/28,2006,2,28,3,1,14026,14
2006/2/28,2006,2,28,3,2,13628,14
2006/2/28,2006,2,28,3,3,13467,13
2006/2/28,2006,2,28,3,4,13490,12
2006/2/28,2006,2,28,3,5,13842,13
2006/2/28,2006,2,28,3,6,14998,13
2006/2/28,2006,2,28,3,7,17013,13
2006/2/28,2006,2,28,3,8,18045,13
2006/2/28,2006,2,28,3,9,18170,17
2006/2/28,2006,2,28,3,10,18138,19
2006/2/28,2006,2,28,3,11,18110,20
2006/2/28,2006,2,28,3,12,17942,23
2006/2/28,2006,2,28,3,13,17681,24
2006/2/28,2006,2,28,3,14,17504,25
2006/2/28,2006,2,28,3,15,17247,26
2006/2/28,2006,2,28,3,16,17187,26
2006/2/28,2006,2,28,3,17,17539,26
2006/2/28,2006,2,28,3,18,18626,26
2006/2/28,2006,2,28,3,19,19646,24
2006/2/28,2006,2,28,3,20,19332,23
2006/2/28,2006,2,28,3,21,18618,22
2006/2/28,2006,2,28,3,22,17459,22
2006/2/28,2006,2,28,3,23,15845,20
2006/2/28,2006,2,28,3,24,14461,20
2006/3/1,2006,3,1,4,1,13553,20
2006/3/1,2006,3,1,4,2,13112,20
2006/3/1,2006,3,1,4,3,12952,19
2006/3/1,2006,3,1,4,4,12981,19
2006/3/1,2006,3,1,4,5,13346,17
2006/3/1,2006,3,1,4,6,14543,16
2006/3/1,2006,3,1,4,7,16570,15
2006/3/1,2006,3,1,4,8,17666,15
2006/3/1,2006,3,1,4,9,17801,17
2006/3/1,2006,3,1,4,10,17765,20
2006/3/1,2006,3,1,4,11,17729,21
2006/3/1,2006,3,1,4,12,17574,23
2006/3/1,2006,3,1,4,13,17257,26
2006/3/1,2006,3,1,4,14,17034,28
2006/3/1,2006,3,1,4,15,16747,29
2006/3/1,2006,3,1,4,16,16619,31
2006/3/1,2006,3,1,4,17,16878,31
2006/3/1,2006,3,1,4,18,17870,31
2006/3/1,2006,3,1,4,19,18917,29
2006/3/1,2006,3,1,4,20,18657,28
2006/3/1,2006,3,1,4,21,18007,27
2006/3/1,2006,3,1,4,22,16894,27
2006/3/1,2006,3,1,4,23,15354,26
2006/3/1,2006,3,1,4,24,13991,26
2006/3/2,2006,3,2,5,1,13121,25
2006/3/2,2006,3,2,5,2,12732,24
2006/3/2,2006,3,2,5,3,12567,22
2006/3/2,2006,3,2,5,4,12592,21
2006/3/2,2006,3,2,5,5,12920,21
2006/3/2,2006,3,2,5,6,14122,21
2006/3/2,2006,3,2,5,7,16095,20
2006/3/2,2006,3,2,5,8,17222,20
2006/3/2,2006,3,2,5,9,17566,24
2006/3/2,2006,3,2,5,10,17721,26
2006/3/2,2006,3,2,5,11,17800,28
2006/3/2,2006,3,2,5,12,17667,28
2006/3/2,2006,3,2,5,13,17524,29
2006/3/2,2006,3,2,5,14,17465,29
2006/3/2,2006,3,2,5,15,17381,30
2006/3/2,2006,3,2,5,16,17410,29
2006/3/2,2006,3,2,5,17,17837,29
2006/3/2,2006,3,2,5,18,18637,29
2006/3/2,2006,3,2,5,19,19163,29
2006/3/2,2006,3,2,5,20,18746,28
2006/3/2,2006,3,2,5,21,17866,29
2006/3/2,2006,3,2,5,22,16676,28
2006/3/2,2006,3,2,5,23,15086,28
2006/3/2,2006,3,2,5,24,13764,27
2006/3/3,2006,3,3,6,1,13025,27
2006/3/3,2006,3,3,6,2,12638,25
2006/3/3,2006,3,3,6,3,12519,23
2006/3/3,2006,3,3,6,4,12592,22
2006/3/3,2006,3,3,6,5,12966,20
2006/3/3,2006,3,3,6,6,14146,18
2006/3/3,2006,3,3,6,7,16020,17
2006/3/3,2006,3,3,6,8,17184,17
2006/3/3,2006,3,3,6,9,17521,19
2006/3/3,2006,3,3,6,10,17621,20
2006/3/3,2006,3,3,6,11,17637,21
2006/3/3,2006,3,3,6,12,17489,22
2006/3/3,2006,3,3,6,13,17235,24
2006/3/3,2006,3,3,6,14,17094,25
2006/3/3,2006,3,3,6,15,16884,25
2006/3/3,2006,3,3,6,16,16769,25
2006/3/3,2006,3,3,6,17,17054,25
2006/3/3,2006,3,3,6,18,17913,23
2006/3/3,2006,3,3,6,19,18904,21
2006/3/3,2006,3,3,6,20,18567,21
2006/3/3,2006,3,3,6,21,17981,20
2006/3/3,2006,3,3,6,22,17142,19
2006/3/3,2006,3,3,6,23,15871,18
2006/3/3,2006,3,3,6,24,14624,18
2006/3/4,2006,3,4,7,1,13683,19
2006/3/4,2006,3,4,7,2,13161,19
2006/3/4,2006,3,4,7,3,12890,20
2006/3/4,2006,3,4,7,4,12755,21
2006/3/4,2006,3,4,7,5,12840,21
2006/3/4,2006,3,4,7,6,13273,21
2006/3/4,2006,3,4,7,7,13874,21
2006/3/4,2006,3,4,7,8,14759,22
2006/3/4,2006,3,4,7,9,15682,24
2006/3/4,2006,3,4,7,10,16159,27
2006/3/4,2006,3,4,7,11,16213,29
2006/3/4,2006,3,4,7,12,16044,32
2006/3/4,2006,3,4,7,13,15666,34
2006/3/4,2006,3,4,7,14,15289,35
2006/3/4,2006,3,4,7,15,14963,35
2006/3/4,2006,3,4,7,16,14831,35
2006/3/4,2006,3,4,7,17,15075,35
2006/3/4,2006,3,4,7,18,15991,33
2006/3/4,2006,3,4,7,19,17047,32
2006/3/4,2006,3,4,7,20,16743,30
2006/3/4,2006,3,4,7,21,16224,30
2006/3/4,2006,3,4,7,22,15525,29
2006/3/4,2006,3,4,7,23,14470,29
2006/3/4,2006,3,4,7,24,13422,28
2006/3/5,2006,3,5,1,1,12580,27
2006/3/5,2006,3,5,1,2,12098,27
2006/3/5,2006,3,5,1,3,11863,26
2006/3/5,2006,3,5,1,4,11774,27
2006/3/5,2006,3,5,1,5,11836,26
2006/3/5,2006,3,5,1,6,12136,25
2006/3/5,2006,3,5,1,7,12509,25
2006/3/5,2006,3,5,1,8,13153,25
2006/3/5,2006,3,5,1,9,14015,29
2006/3/5,2006,3,5,1,10,14595,31
2006/3/5,2006,3,5,1,11,14795,33
2006/3/5,2006,3,5,1,12,14849,35
2006/3/5,2006,3,5,1,13,14690,39
2006/3/5,2006,3,5,1,14,14367,40
2006/3/5,2006,3,5,1,15,14080,41
2006/3/5,2006,3,5,1,16,14013,42
2006/3/5,2006,3,5,1,17,14396,42
2006/3/5,2006,3,5,1,18,15489,40
2006/3/5,2006,3,5,1,19,16922,37
2006/3/5,2006,3,5,1,20,16747,35
2006/3/5,2006,3,5,1,21,16117,34
2006/3/5,2006,3,5,1,22,15133,32
2006/3/5,2006,3,5,1,23,13864,31
2006/3/5,2006,3,5,1,24,12824,30
2006/3/6,2006,3,6,2,1,12093,28
2006/3/6,2006,3,6,2,2,11752,28
2006/3/6,2006,3,6,2,3,11663,27
2006/3/6,2006,3,6,2,4,11735,26
2006/3/6,2006,3,6,2,5,12149,25
2006/3/6,2006,3,6,2,6,13435,24
2006/3/6,2006,3,6,2,7,15434,23
2006/3/6,2006,3,6,2,8,16597,24
2006/3/6,2006,3,6,2,9,16826,28
2006/3/6,2006,3,6,2,10,16852,30
2006/3/6,2006,3,6,2,11,16848,32
2006/3/6,2006,3,6,2,12,16710,34
2006/3/6,2006,3,6,2,13,16450,35
2006/3/6,2006,3,6,2,14,16244,37
2006/3/6,2006,3,6,2,15,15962,38
2006/3/6,2006,3,6,2,16,15831,39
2006/3/6,2006,3,6,2,17,16126,38
2006/3/6,2006,3,6,2,18,17157,37
2006/3/6,2006,3,6,2,19,18338,34
2006/3/6,2006,3,6,2,20,18096,33
2006/3/6,2006,3,6,2,21,17363,31
2006/3/6,2006,3,6,2,22,16171,30
2006/3/6,2006,3,6,2,23,14648,29
2006/3/6,2006,3,6,2,24,13340,27
2006/3/7,2006,3,7,3,1,12509,27
2006/3/7,2006,3,7,3,2,12126,26
2006/3/7,2006,3,7,3,3,11990,26
2006/3/7,2006,3,7,3,4,12017,25
2006/3/7,2006,3,7,3,5,12421,24
2006/3/7,2006,3,7,3,6,13649,24
2006/3/7,2006,3,7,3,7,15635,23
2006/3/7,2006,3,7,3,8,16761,24
2006/3/7,2006,3,7,3,9,16862,28
2006/3/7,2006,3,7,3,10,16788,31
2006/3/7,2006,3,7,3,11,16741,34
2006/3/7,2006,3,7,3,12,16530,36
2006/3/7,2006,3,7,3,13,16255,38
2006/3/7,2006,3,7,3,14,16095,39
2006/3/7,2006,3,7,3,15,15868,40
2006/3/7,2006,3,7,3,16,15795,40
2006/3/7,2006,3,7,3,17,16069,40
2006/3/7,2006,3,7,3,18,16926,39
2006/3/7,2006,3,7,3,19,18128,36
2006/3/7,2006,3,7,3,20,17931,34
2006/3/7,2006,3,7,3,21,17240,33
2006/3/7,2006,3,7,3,22,16104,32
2006/3/7,2006,3,7,3,23,14563,31
2006/3/7,2006,3,7,3,24,13233,30
2006/3/8,2006,3,8,4,1,12423,29
2006/3/8,2006,3,8,4,2,12060,27
2006/3/8,2006,3,8,4,3,11928,27
2006/3/8,2006,3,8,4,4,11975,25
2006/3/8,2006,3,8,4,5,12359,25
2006/3/8,2006,3,8,4,6,13589,24
2006/3/8,2006,3,8,4,7,15553,24
2006/3/8,2006,3,8,4,8,16656,24
2006/3/8,2006,3,8,4,9,16761,28
2006/3/8,2006,3,8,4,10,16704,31
2006/3/8,2006,3,8,4,11,16622,34
2006/3/8,2006,3,8,4,12,16447,36
2006/3/8,2006,3,8,4,13,16136,38
2006/3/8,2006,3,8,4,14,15965,40
2006/3/8,2006,3,8,4,15,15702,41
2006/3/8,2006,3,8,4,16,15582,42
2006/3/8,2006,3,8,4,17,15829,42
2006/3/8,2006,3,8,4,18,16739,40
2006/3/8,2006,3,8,4,19,17914,38
2006/3/8,2006,3,8,4,20,17697,37
2006/3/8,2006,3,8,4,21,16970,36
2006/3/8,2006,3,8,4,22,15834,36
2006/3/8,2006,3,8,4,23,14204,36
2006/3/8,2006,3,8,4,24,12857,35
2006/3/9,2006,3,9,5,1,11966,34
2006/3/9,2006,3,9,5,2,11556,33
2006/3/9,2006,3,9,5,3,11358,34
2006/3/9,2006,3,9,5,4,11348,34
2006/3/9,2006,3,9,5,5,11663,34
2006/3/9,2006,3,9,5,6,12843,34
2006/3/9,2006,3,9,5,7,14863,35
2006/3/9,2006,3,9,5,8,16163,35
2006/3/9,2006,3,9,5,9,16504,37
2006/3/9,2006,3,9,5,10,16630,39
2006/3/9,2006,3,9,5,11,16808,40
2006/3/9,2006,3,9,5,12,16772,40
2006/3/9,2006,3,9,5,13,16640,40
2006/3/9,2006,3,9,5,14,16581,40
2006/3/9,2006,3,9,5,15,16428,40
2006/3/9,2006,3,9,5,16,16404,41
2006/3/9,2006,3,9,5,17,16749,40
2006/3/9,2006,3,9,5,18,17536,40
2006/3/9,2006,3,9,5,19,18117,40
2006/3/9,2006,3,9,5,20,17708,40
2006/3/9,2006,3,9,5,21,16888,40
2006/3/9,2006,3,9,5,22,15723,40
2006/3/9,2006,3,9,5,23,14108,40
2006/3/9,2006,3,9,5,24,12689,40
2006/3/10,2006,3,10,6,1,11792,40
2006/3/10,2006,3,10,6,2,11332,40
2006/3/10,2006,3,10,6,3,11102,39
2006/3/10,2006,3,10,6,4,11047,39
2006/3/10,2006,3,10,6,5,11310,41
2006/3/10,2006,3,10,6,6,12423,42
2006/3/10,2006,3,10,6,7,14376,42
2006/3/10,2006,3,10,6,8,15709,45
2006/3/10,2006,3,10,6,9,16102,48
2006/3/10,2006,3,10,6,10,16312,49
2006/3/10,2006,3,10,6,11,16376,51
2006/3/10,2006,3,10,6,12,16219,54
2006/3/10,2006,3,10,6,13,15899,56
2006/3/10,2006,3,10,6,14,15739,60
2006/3/10,2006,3,10,6,15,15515,61
2006/3/10,2006,3,10,6,16,15319,61
2006/3/10,2006,3,10,6,17,15385,60
2006/3/10,2006,3,10,6,18,15788,61
2006/3/10,2006,3,10,6,19,16522,59
2006/3/10,2006,3,10,6,20,16102,57
2006/3/10,2006,3,10,6,21,15429,57
2006/3/10,2006,3,10,6,22,14530,58
2006/3/10,2006,3,10,6,23,13278,55
2006/3/10,2006,3,10,6,24,12059,53
2006/3/11,2006,3,11,7,1,11099,49
2006/3/11,2006,3,11,7,2,10604,48
2006/3/11,2006,3,11,7,3,10339,46
2006/3/11,2006,3,11,7,4,10256,44
2006/3/11,2006,3,11,7,5,10358,43
2006/3/11,2006,3,11,7,6,10817,42
2006/3/11,2006,3,11,7,7,11458,42
2006/3/11,2006,3,11,7,8,12547,42
2006/3/11,2006,3,11,7,9,13623,44
2006/3/11,2006,3,11,7,10,14230,46
2006/3/11,2006,3,11,7,11,14390,49
2006/3/11,2006,3,11,7,12,14264,50
2006/3/11,2006,3,11,7,13,13889,53
2006/3/11,2006,3,11,7,14,13501,54
2006/3/11,2006,3,11,7,15,13184,55
2006/3/11,2006,3,11,7,16,13071,56
2006/3/11,2006,3,11,7,17,13234,56
2006/3/11,2006,3,11,7,18,13968,54
2006/3/11,2006,3,11,7,19,15102,51
2006/3/11,2006,3,11,7,20,14914,48
2006/3/11,2006,3,11,7,21,14417,47
2006/3/11,2006,3,11,7,22,13718,44
2006/3/11,2006,3,11,7,23,12737,42
2006/3/11,2006,3,11,7,24,11799,39
2006/3/12,2006,3,12,1,1,10990,38
2006/3/12,2006,3,12,1,2,10528,38
2006/3/12,2006,3,12,1,3,10315,37
2006/3/12,2006,3,12,1,4,10221,35
2006/3/12,2006,3,12,1,5,10281,34
2006/3/12,2006,3,12,1,6,10551,36
2006/3/12,2006,3,12,1,7,10862,35
2006/3/12,2006,3,12,1,8,11693,38
2006/3/12,2006,3,12,1,9,12718,41
2006/3/12,2006,3,12,1,10,13431,45
2006/3/12,2006,3,12,1,11,13848,49
2006/3/12,2006,3,12,1,12,14119,52
2006/3/12,2006,3,12,1,13,14202,51
2006/3/12,2006,3,12,1,14,14138,50
2006/3/12,2006,3,12,1,15,14136,49
2006/3/12,2006,3,12,1,16,14218,48
2006/3/12,2006,3,12,1,17,14650,47
2006/3/12,2006,3,12,1,18,15264,47
2006/3/12,2006,3,12,1,19,15989,47
2006/3/12,2006,3,12,1,20,15538,45
2006/3/12,2006,3,12,1,21,14884,46
2006/3/12,2006,3,12,1,22,13758,44
2006/3/12,2006,3,12,1,23,12502,45
2006/3/12,2006,3,12,1,24,11410,44
2006/3/13,2006,3,13,2,1,10839,43
2006/3/13,2006,3,13,2,2,10414,43
2006/3/13,2006,3,13,2,3,10255,43
2006/3/13,2006,3,13,2,4,10265,44
2006/3/13,2006,3,13,2,5,10639,42
2006/3/13,2006,3,13,2,6,11836,42
2006/3/13,2006,3,13,2,7,13795,41
2006/3/13,2006,3,13,2,8,15193,41
2006/3/13,2006,3,13,2,9,15683,44
2006/3/13,2006,3,13,2,10,15954,46
2006/3/13,2006,3,13,2,11,16150,47
2006/3/13,2006,3,13,2,12,16153,49
2006/3/13,2006,3,13,2,13,16029,49
2006/3/13,2006,3,13,2,14,15972,49
2006/3/13,2006,3,13,2,15,15791,50
2006/3/13,2006,3,13,2,16,15750,52
2006/3/13,2006,3,13,2,17,15991,51
2006/3/13,2006,3,13,2,18,16687,51
2006/3/13,2006,3,13,2,19,17419,50
2006/3/13,2006,3,13,2,20,17028,52
2006/3/13,2006,3,13,2,21,16200,49
2006/3/13,2006,3,13,2,22,14928,49
2006/3/13,2006,3,13,2,23,13329,48
2006/3/13,2006,3,13,2,24,11945,48
2006/3/14,2006,3,14,3,1,11064,47
2006/3/14,2006,3,14,3,2,10611,46
2006/3/14,2006,3,14,3,3,10380,47
2006/3/14,2006,3,14,3,4,10337,47
2006/3/14,2006,3,14,3,5,10644,48
2006/3/14,2006,3,14,3,6,11793,47
2006/3/14,2006,3,14,3,7,13832,47
2006/3/14,2006,3,14,3,8,15324,47
2006/3/14,2006,3,14,3,9,15777,48
2006/3/14,2006,3,14,3,10,15881,50
2006/3/14,2006,3,14,3,11,16030,52
2006/3/14,2006,3,14,3,12,16003,52
2006/3/14,2006,3,14,3,13,15742,52
2006/3/14,2006,3,14,3,14,15600,54
2006/3/14,2006,3,14,3,15,15338,54
2006/3/14,2006,3,14,3,16,15204,53
2006/3/14,2006,3,14,3,17,15371,51
2006/3/14,2006,3,14,3,18,16024,49
2006/3/14,2006,3,14,3,19,17144,46
2006/3/14,2006,3,14,3,20,17039,43
2006/3/14,2006,3,14,3,21,16353,40
2006/3/14,2006,3,14,3,22,15265,38
2006/3/14,2006,3,14,3,23,13818,37
2006/3/14,2006,3,14,3,24,12446,36
2006/3/15,2006,3,15,4,1,11610,35
2006/3/15,2006,3,15,4,2,11179,35
2006/3/15,2006,3,15,4,3,11016,34
2006/3/15,2006,3,15,4,4,11015,34
2006/3/15,2006,3,15,4,5,11367,34
2006/3/15,2006,3,15,4,6,12574,33
2006/3/15,2006,3,15,4,7,14484,33
2006/3/15,2006,3,15,4,8,15759,34
2006/3/15,2006,3,15,4,9,16119,34
2006/3/15,2006,3,15,4,10,16272,36
2006/3/15,2006,3,15,4,11,16370,38
2006/3/15,2006,3,15,4,12,16375,37
2006/3/15,2006,3,15,4,13,16225,38
2006/3/15,2006,3,15,4,14,16168,38
2006/3/15,2006,3,15,4,15,16028,38
2006/3/15,2006,3,15,4,16,15987,38
2006/3/15,2006,3,15,4,17,16358,37
2006/3/15,2006,3,15,4,18,17153,34
2006/3/15,2006,3,15,4,19,18175,34
2006/3/15,2006,3,15,4,20,17941,33
2006/3/15,2006,3,15,4,21,17309,32
2006/3/15,2006,3,15,4,22,16116,32
2006/3/15,2006,3,15,4,23,14508,31
2006/3/15,2006,3,15,4,24,13111,31
2006/3/16,2006,3,16,5,1,12235,30
2006/3/16,2006,3,16,5,2,11821,30
2006/3/16,2006,3,16,5,3,11624,30
2006/3/16,2006,3,16,5,4,11616,30
2006/3/16,2006,3,16,5,5,11958,30
2006/3/16,2006,3,16,5,6,13111,30
2006/3/16,2006,3,16,5,7,14968,29
2006/3/16,2006,3,16,5,8,16155,30
2006/3/16,2006,3,16,5,9,16417,32
2006/3/16,2006,3,16,5,10,16476,33
2006/3/16,2006,3,16,5,11,16493,35
2006/3/16,2006,3,16,5,12,16371,37
2006/3/16,2006,3,16,5,13,16108,38
2006/3/16,2006,3,16,5,14,15959,39
2006/3/16,2006,3,16,5,15,15746,41
2006/3/16,2006,3,16,5,16,15667,40
2006/3/16,2006,3,16,5,17,15911,39
2006/3/16,2006,3,16,5,18,16517,38
2006/3/16,2006,3,16,5,19,17694,36
2006/3/16,2006,3,16,5,20,17627,35
2006/3/16,2006,3,16,5,21,17039,33
2006/3/16,2006,3,16,5,22,15973,32
2006/3/16,2006,3,16,5,23,14450,32
2006/3/16,2006,3,16,5,24,13103,31
2006/3/17,2006,3,17,6,1,12249,29
2006/3/17,2006,3,17,6,2,11841,28
2006/3/17,2006,3,17,6,3,11678,27
2006/3/17,2006,3,17,6,4,11697,26
2006/3/17,2006,3,17,6,5,12060,26
2006/3/17,2006,3,17,6,6,13166,25
2006/3/17,2006,3,17,6,7,14942,24
2006/3/17,2006,3,17,6,8,16122,26
2006/3/17,2006,3,17,6,9,16482,28
2006/3/17,2006,3,17,6,10,16576,30
2006/3/17,2006,3,17,6,11,16586,32
2006/3/17,2006,3,17,6,12,16417,34
2006/3/17,2006,3,17,6,13,16115,35
2006/3/17,2006,3,17,6,14,15938,37
2006/3/17,2006,3,17,6,15,15657,38
2006/3/17,2006,3,17,6,16,15451,38
2006/3/17,2006,3,17,6,17,15530,37
2006/3/17,2006,3,17,6,18,15978,35
2006/3/17,2006,3,17,6,19,17056,33
2006/3/17,2006,3,17,6,20,16952,31
2006/3/17,2006,3,17,6,21,16424,29
2006/3/17,2006,3,17,6,22,15686,27
2006/3/17,2006,3,17,6,23,14557,26
2006/3/17,2006,3,17,6,24,13396,24
2006/3/18,2006,3,18,7,1,12546,24
2006/3/18,2006,3,18,7,2,12066,23
2006/3/18,2006,3,18,7,3,11854,22
2006/3/18,2006,3,18,7,4,11790,22
2006/3/18,2006,3,18,7,5,11903,21
2006/3/18,2006,3,18,7,6,12327,21
2006/3/18,2006,3,18,7,7,12911,20
2006/3/18,2006,3,18,7,8,13882,22
2006/3/18,2006,3,18,7,9,14859,24
2006/3/18,2006,3,18,7,10,15408,27
2006/3/18,2006,3,18,7,11,15573,29
2006/3/18,2006,3,18,7,12,15400,31
2006/3/18,2006,3,18,7,13,15019,33
2006/3/18,2006,3,18,7,14,14607,34
2006/3/18,2006,3,18,7,15,14293,35
2006/3/18,2006,3,18,7,16,14215,36
2006/3/18,2006,3,18,7,17,14409,35
2006/3/18,2006,3,18,7,18,15088,33
2006/3/18,2006,3,18,7,19,16197,32
2006/3/18,2006,3,18,7,20,16119,30
2006/3/18,2006,3,18,7,21,15682,29
2006/3/18,2006,3,18,7,22,14962,28
2006/3/18,2006,3,18,7,23,13968,28
2006/3/18,2006,3,18,7,24,12936,27
2006/3/19,2006,3,19,1,1,12140,27
2006/3/19,2006,3,19,1,2,11662,26
2006/3/19,2006,3,19,1,3,11440,25
2006/3/19,2006,3,19,1,4,11345,24
2006/3/19,2006,3,19,1,5,11426,23
2006/3/19,2006,3,19,1,6,11666,23
2006/3/19,2006,3,19,1,7,11985,22
2006/3/19,2006,3,19,1,8,12769,24
2006/3/19,2006,3,19,1,9,13722,25
2006/3/19,2006,3,19,1,10,14360,27
2006/3/19,2006,3,19,1,11,14673,29
2006/3/19,2006,3,19,1,12,14791,31
2006/3/19,2006,3,19,1,13,14782,32
2006/3/19,2006,3,19,1,14,14616,32
2006/3/19,2006,3,19,1,15,14468,33
2006/3/19,2006,3,19,1,16,14484,32
2006/3/19,2006,3,19,1,17,14797,32
2006/3/19,2006,3,19,1,18,15567,31
2006/3/19,2006,3,19,1,19,16797,29
2006/3/19,2006,3,19,1,20,16775,29
2006/3/19,2006,3,19,1,21,16199,28
2006/3/19,2006,3,19,1,22,15076,28
2006/3/19,2006,3,19,1,23,13815,27
2006/3/19,2006,3,19,1,24,12714,26
2006/3/20,2006,3,20,2,1,12001,25
2006/3/20,2006,3,20,2,2,11681,25
2006/3/20,2006,3,20,2,3,11595,23
2006/3/20,2006,3,20,2,4,11664,23
2006/3/20,2006,3,20,2,5,12082,22
2006/3/20,2006,3,20,2,6,13287,22
2006/3/20,2006,3,20,2,7,15229,22
2006/3/20,2006,3,20,2,8,16506,23
2006/3/20,2006,3,20,2,9,16901,24
2006/3/20,2006,3,20,2,10,17006,26
2006/3/20,2006,3,20,2,11,17078,28
2006/3/20,2006,3,20,2,12,17002,30
2006/3/20,2006,3,20,2,13,16768,31
2006/3/20,2006,3,20,2,14,16588,32
2006/3/20,2006,3,20,2,15,16300,33
2006/3/20,2006,3,20,2,16,16168,33
2006/3/20,2006,3,20,2,17,16396,33
2006/3/20,2006,3,20,2,18,17139,32
2006/3/20,2006,3,20,2,19,18461,29
2006/3/20,2006,3,20,2,20,18415,28
2006/3/20,2006,3,20,2,21,17662,27
2006/3/20,2006,3,20,2,22,16467,26
2006/3/20,2006,3,20,2,23,14884,25
2006/3/20,2006,3,20,2,24,13518,24
2006/3/21,2006,3,21,3,1,12712,23
2006/3/21,2006,3,21,3,2,12343,23
